price,region,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color,state,Engine HP
0,birmingham,2015.0,nissan,sentra,excellent,4 cylinders,gas,99505.0,clean,automatic,fwd,sedan,silver,al,130.0
3000,birmingham,2004.0,chevrolet,blazer,good,6 cylinders,gas,131500.0,clean,automatic,4wd,SUV,white,al,190.0
28900,birmingham,2017.0,audi,q7,good,6 cylinders,gas,94601.0,clean,automatic,4wd,SUV,white,al,333.0
16000,birmingham,2016.0,dodge,charger,like new,6 cylinders,gas,62000.0,clean,automatic,rwd,sedan,silver,al,398.3333333333333
40000,birmingham,2017.0,chevrolet,tahoe,like new,8 cylinders,gas,68000.0,clean,automatic,rwd,SUV,silver,al,355.0
10500,birmingham,2008.0,infiniti,ex35,good,6 cylinders,gas,122904.0,clean,automatic,rwd,wagon,black,al,297.0
16900,birmingham,2015.0,kia,optima,good,4 cylinders,gas,82999.0,clean,automatic,fwd,sedan,white,al,224.8
10000,birmingham,2015.0,chrysler,200,like new,4 cylinders,gas,73381.0,clean,automatic,fwd,sedan,white,al,221.0
46990,birmingham,2014.0,chevrolet,corvette stingray,good,8 cylinders,gas,16966.0,clean,other,rwd,other,white,al,455.0
20900,birmingham,2016.0,toyota,avalon,excellent,6 cylinders,gas,100318.0,clean,automatic,rwd,sedan,silver,al,268.0
30900,birmingham,2015.0,chevrolet,silverado 1500,good,8 cylinders,gas,114800.0,clean,automatic,4wd,truck,custom,al,305.0
24900,birmingham,2015.0,chevrolet,silverado 1500,good,8 cylinders,gas,119569.0,clean,automatic,rwd,truck,white,al,305.0
19900,birmingham,2004.0,chevrolet,ssr,good,8 cylinders,gas,72333.0,clean,automatic,rwd,pickup,silver,al,300.0
14900,birmingham,2015.0,subaru,xv crosstrek,good,4 cylinders,gas,97061.0,clean,automatic,4wd,SUV,orange,al,152.0
12900,birmingham,2015.0,volkswagen,passat,excellent,4 cylinders,diesel,74400.0,clean,automatic,fwd,sedan,white,al,171.30434782608697
40000,birmingham,2017.0,ford,f-150,like new,6 cylinders,gas,44000.0,clean,automatic,rwd,truck,blue,al,335.95454545454544
18053,dothan,2016.0,bmw,x3,like new,4 cylinders,gas,110000.0,clean,automatic,4wd,SUV,white,al,240.0
2000,dothan,2005.0,ford,five hundred,good,6 cylinders,gas,165000.0,clean,automatic,fwd,sedan,black,al,203.0
25990,florence / muscle shoals,2017.0,infiniti,qx60,excellent,6 cylinders,gas,68000.0,clean,automatic,4wd,SUV,grey,al,295.0
25500,florence / muscle shoals,2016.0,ford,explorer,like new,6 cylinders,gas,98000.0,clean,automatic,4wd,SUV,white,al,308.75
46990,florence / muscle shoals,2014.0,chevrolet,corvette stingray,good,8 cylinders,gas,16966.0,clean,other,rwd,other,white,al,455.0
12500,gadsden-anniston,2015.0,kia,soul,excellent,4 cylinders,gas,51752.0,clean,automatic,fwd,hatchback,red,al,147.0
0,gadsden-anniston,2016.0,gmc,sierra 1500,excellent,8 cylinders,gas,185897.0,clean,automatic,4wd,truck,white,al,317.6666666666667
0,gadsden-anniston,2016.0,nissan,maxima,excellent,6 cylinders,gas,152432.0,clean,automatic,fwd,sedan,black,al,300.0
46990,gadsden-anniston,2014.0,chevrolet,corvette stingray,good,8 cylinders,gas,16966.0,clean,other,rwd,other,white,al,455.0
23950,huntsville / decatur,2015.0,nissan,370z,excellent,6 cylinders,gas,65919.0,clean,manual,rwd,coupe,silver,al,336.2352941176471
7500,huntsville / decatur,2008.0,chrysler,aspen,like new,8 cylinders,gas,191000.0,clean,automatic,rwd,SUV,white,al,302.0
18900,huntsville / decatur,2017.0,fiat,124 spider,excellent,4 cylinders,gas,16200.0,clean,manual,rwd,convertible,white,al,160.0
800,huntsville / decatur,2007.0,ford,freestyle,salvage,6 cylinders,gas,142862.0,clean,automatic,fwd,wagon,grey,al,203.0
12500,huntsville / decatur,2017.0,toyota,corolla,good,4 cylinders,gas,33591.0,clean,automatic,fwd,sedan,black,al,133.77777777777777
12500,huntsville / decatur,2017.0,toyota,corolla,good,4 cylinders,gas,33591.0,clean,automatic,fwd,sedan,black,al,133.77777777777777
3500,huntsville / decatur,2008.0,pontiac,g6,good,6 cylinders,gas,150575.0,salvage,automatic,fwd,sedan,red,al,212.42857142857142
12500,huntsville / decatur,2017.0,toyota,corolla,good,4 cylinders,gas,33591.0,clean,automatic,fwd,sedan,black,al,133.77777777777777
14990,huntsville / decatur,2017.0,dodge,journey,good,4 cylinders,gas,96577.0,clean,automatic,fwd,SUV,black,al,239.0
12500,huntsville / decatur,2017.0,toyota,corolla,good,4 cylinders,gas,33591.0,clean,automatic,fwd,sedan,black,al,133.77777777777777
4999,mobile,2008.0,chrysler,pacifica,excellent,6 cylinders,gas,166500.0,clean,automatic,fwd,SUV,blue,al,244.16666666666666
0,mobile,2014.0,cadillac,srx,excellent,6 cylinders,gas,71419.0,salvage,automatic,fwd,SUV,blue,al,308.0
8890,mobile,2011.0,ford,ranger,excellent,4 cylinders,gas,181759.0,clean,automatic,rwd,truck,white,al,178.55555555555554
15890,mobile,2016.0,chevrolet,express,excellent,8 cylinders,gas,152745.0,clean,automatic,rwd,van,white,al,285.0
17695,mobile,2017.0,ford,fusion,excellent,4 cylinders,hybrid,33896.0,clean,automatic,fwd,sedan,grey,al,215.0
18500,mobile,2016.0,cadillac,srx,like new,6 cylinders,gas,44000.0,lien,automatic,rwd,SUV,red,al,308.0
11480,mobile,2017.0,hyundai,elantra,excellent,4 cylinders,gas,65955.0,clean,automatic,fwd,sedan,silver,al,156.88888888888889
16900,mobile,2015.0,kia,optima,good,4 cylinders,gas,82999.0,clean,automatic,fwd,sedan,white,al,224.8
10880,mobile,2017.0,ford,focus,excellent,3 cylinders,gas,68004.0,clean,automatic,fwd,sedan,silver,al,154.71428571428572
8950,mobile,2009.0,infiniti,ex35,excellent,6 cylinders,gas,159294.0,clean,automatic,fwd,SUV,blue,al,297.0
15000,mobile,2015.0,dodge,charger,like new,6 cylinders,gas,93000.0,clean,automatic,rwd,sedan,silver,al,398.3333333333333
36995,mobile,2015.0,chevrolet,tahoe,good,8 cylinders,gas,97917.0,clean,automatic,rwd,SUV,black,al,355.0
35995,mobile,2017.0,chevrolet,silverado 1500,good,8 cylinders,gas,69815.0,clean,automatic,rwd,truck,white,al,313.0
25677,mobile,2017.0,toyota,tacoma,like new,6 cylinders,gas,110112.0,clean,automatic,rwd,truck,brown,al,251.96875
15000,mobile,2013.0,acura,tl,excellent,6 cylinders,gas,64450.0,clean,automatic,fwd,sedan,black,al,292.5
30900,mobile,2015.0,chevrolet,silverado 1500,good,8 cylinders,gas,114800.0,clean,automatic,4wd,truck,custom,al,305.0
24900,mobile,2015.0,chevrolet,silverado 1500,good,8 cylinders,gas,119569.0,clean,automatic,rwd,truck,white,al,305.0
31995,mobile,2017.0,lexus,rx 350,excellent,6 cylinders,gas,32715.0,clean,automatic,4wd,SUV,silver,al,295.0
10995,mobile,2016.0,toyota,corolla,excellent,4 cylinders,gas,82631.0,clean,automatic,fwd,sedan,silver,al,133.84615384615384
28995,mobile,2017.0,buick,enclave,good,6 cylinders,gas,71160.0,clean,automatic,rwd,SUV,blue,al,288.0
4500,mobile,2015.0,chevrolet,impala,excellent,6 cylinders,gas,127000.0,rebuilt,automatic,4wd,sedan,white,al,231.66666666666666
8950,montgomery,2013.0,volkswagen,jetta gli,good,4 cylinders,gas,123904.0,clean,automatic,fwd,sedan,black,al,205.0
12700,montgomery,2015.0,hyundai,sonata,like new,4 cylinders,gas,79439.0,clean,other,fwd,coupe,white,al,202.84615384615384
16900,montgomery,2015.0,kia,optima,good,4 cylinders,gas,82999.0,clean,automatic,fwd,sedan,white,al,224.8
3500,montgomery,2003.0,cadillac,deville,good,8 cylinders,gas,268000.0,clean,automatic,fwd,sedan,white,al,283.3333333333333
8950,montgomery,2013.0,volkswagen,jetta gli,good,4 cylinders,gas,123904.0,clean,automatic,fwd,sedan,black,al,205.0
46990,montgomery,2014.0,chevrolet,corvette stingray,good,8 cylinders,gas,16966.0,clean,other,rwd,other,white,al,455.0
30900,montgomery,2015.0,chevrolet,silverado 1500,good,8 cylinders,gas,114800.0,clean,automatic,4wd,truck,custom,al,305.0
24900,montgomery,2015.0,chevrolet,silverado 1500,good,8 cylinders,gas,119569.0,clean,automatic,rwd,truck,white,al,305.0
8950,montgomery,2013.0,volkswagen,jetta gli,good,4 cylinders,gas,123904.0,clean,automatic,fwd,sedan,black,al,205.0
28000,tuscaloosa,2015.0,ford,f-150,excellent,8 cylinders,gas,88350.0,clean,automatic,4wd,pickup,red,al,328.8
46990,tuscaloosa,2014.0,chevrolet,corvette stingray,good,8 cylinders,gas,16966.0,clean,other,rwd,other,white,al,455.0
14950,anchorage / mat-su,2011.0,ford,ranger,excellent,6 cylinders,gas,55963.0,rebuilt,manual,4wd,truck,black,ak,178.55555555555554
18950,anchorage / mat-su,2015.0,dodge,charger,excellent,6 cylinders,gas,87883.0,clean,automatic,4wd,sedan,grey,ak,398.3333333333333
7950,anchorage / mat-su,2008.0,infiniti,fx35,excellent,6 cylinders,gas,165717.0,clean,automatic,4wd,SUV,silver,ak,275.0
19950,anchorage / mat-su,2017.0,toyota,prius,excellent,4 cylinders,gas,49775.0,clean,automatic,fwd,hatchback,silver,ak,121.0
12950,anchorage / mat-su,2015.0,dodge,journey,excellent,6 cylinders,gas,97475.0,clean,automatic,4wd,SUV,blue,ak,243.0
8300,anchorage / mat-su,2013.0,dodge,avenger,good,6 cylinders,gas,67500.0,rebuilt,automatic,fwd,sedan,white,ak,209.66666666666666
15495,anchorage / mat-su,2016.0,hyundai,sonata hybrid,excellent,4 cylinders,gas,52399.0,clean,automatic,fwd,sedan,white,ak,193.0
27995,anchorage / mat-su,2017.0,bmw,x1,excellent,4 cylinders,gas,31002.0,clean,automatic,4wd,SUV,grey,ak,228.0
2000,anchorage / mat-su,2003.0,buick,century,good,6 cylinders,gas,175000.0,clean,automatic,fwd,sedan,blue,ak,175.0
8300,anchorage / mat-su,2013.0,dodge,avenger,good,6 cylinders,gas,67500.0,rebuilt,automatic,fwd,sedan,white,ak,209.66666666666666
14950,anchorage / mat-su,2011.0,ford,ranger,excellent,6 cylinders,gas,55963.0,rebuilt,manual,4wd,truck,black,ak,178.55555555555554
25999,anchorage / mat-su,2016.0,subaru,wrx,excellent,4 cylinders,gas,105055.0,clean,manual,4wd,sedan,blue,ak,284.44444444444446
12400,anchorage / mat-su,2015.0,toyota,corolla,excellent,4 cylinders,gas,48767.0,clean,automatic,fwd,sedan,white,ak,134.0
19950,anchorage / mat-su,2017.0,chevrolet,equinox,excellent,6 cylinders,gas,70846.0,clean,automatic,4wd,SUV,silver,ak,182.0
21500,anchorage / mat-su,2015.0,acura,rdx,like new,6 cylinders,gas,30800.0,clean,automatic,4wd,SUV,grey,ak,273.0
23900,anchorage / mat-su,2016.0,volvo,xc60,excellent,5 cylinders,gas,66123.0,clean,automatic,4wd,SUV,black,ak,283.25
8300,anchorage / mat-su,2013.0,dodge,avenger,good,6 cylinders,gas,67500.0,rebuilt,automatic,fwd,sedan,white,ak,209.66666666666666
25999,anchorage / mat-su,2016.0,subaru,wrx,excellent,4 cylinders,gas,105055.0,clean,manual,4wd,sedan,blue,ak,284.44444444444446
14995,anchorage / mat-su,2016.0,fiat,500x,like new,4 cylinders,gas,52377.0,clean,automatic,fwd,SUV,white,ak,177.77777777777777
23500,anchorage / mat-su,2016.0,subaru,wrx,excellent,4 cylinders,gas,56000.0,lien,manual,4wd,sedan,silver,ak,284.44444444444446
26995,anchorage / mat-su,2016.0,lexus,is 300,excellent,6 cylinders,gas,49815.0,clean,automatic,4wd,sedan,grey,ak,255.0
10999,anchorage / mat-su,2015.0,hyundai,elantra,like new,4 cylinders,gas,45000.0,clean,automatic,rwd,sedan,silver,ak,156.0
14000,anchorage / mat-su,2016.0,chevrolet,trax,excellent,4 cylinders,gas,46000.0,rebuilt,automatic,4wd,SUV,black,ak,138.0
14995,anchorage / mat-su,2016.0,fiat,500x,like new,4 cylinders,gas,52377.0,clean,automatic,fwd,SUV,white,ak,177.77777777777777
34995,anchorage / mat-su,2015.0,chevrolet,silverado 1500,like new,8 cylinders,gas,87132.0,clean,automatic,4wd,truck,black,ak,305.0
25999,anchorage / mat-su,2016.0,subaru,wrx,excellent,4 cylinders,gas,105055.0,clean,manual,4wd,sedan,blue,ak,284.44444444444446
5950,anchorage / mat-su,2006.0,buick,terraza,good,6 cylinders,gas,249000.0,clean,automatic,4wd,mini-van,blue,ak,198.5
31000,anchorage / mat-su,2017.0,toyota,tacoma,excellent,6 cylinders,gas,80000.0,clean,automatic,4wd,pickup,grey,ak,251.96875
18950,anchorage / mat-su,2015.0,dodge,charger,excellent,6 cylinders,gas,87883.0,clean,automatic,4wd,sedan,grey,ak,398.3333333333333
25999,anchorage / mat-su,2016.0,subaru,wrx,excellent,4 cylinders,gas,105055.0,clean,manual,4wd,sedan,blue,ak,284.44444444444446
25999,anchorage / mat-su,2016.0,subaru,wrx,excellent,4 cylinders,gas,105055.0,clean,manual,4wd,sedan,blue,ak,284.44444444444446
16850,anchorage / mat-su,2017.0,toyota,camry,excellent,4 cylinders,gas,47500.0,clean,automatic,fwd,sedan,red,ak,208.0
15495,anchorage / mat-su,2016.0,hyundai,sonata hybrid,excellent,4 cylinders,gas,52399.0,clean,automatic,fwd,sedan,white,ak,193.0
27995,anchorage / mat-su,2017.0,bmw,x1,excellent,4 cylinders,gas,31002.0,clean,automatic,4wd,SUV,grey,ak,228.0
34995,anchorage / mat-su,2015.0,chevrolet,silverado 1500,like new,8 cylinders,gas,87132.0,clean,automatic,4wd,truck,black,ak,305.0
14995,anchorage / mat-su,2016.0,fiat,500x,like new,4 cylinders,gas,52377.0,clean,automatic,fwd,SUV,white,ak,177.77777777777777
4500,anchorage / mat-su,2009.0,chrysler,pt cruiser,good,4 cylinders,gas,117000.0,clean,manual,fwd,coupe,silver,ak,160.0
11000,anchorage / mat-su,1994.0,ford,bronco,excellent,8 cylinders,gas,244000.0,clean,automatic,4wd,SUV,blue,ak,185.0
9500,anchorage / mat-su,2017.0,nissan,altima,like new,4 cylinders,gas,67000.0,rebuilt,automatic,fwd,sedan,grey,ak,205.0
26995,anchorage / mat-su,2016.0,lexus,is 300,excellent,6 cylinders,gas,49815.0,clean,automatic,4wd,sedan,grey,ak,255.0
19900,anchorage / mat-su,2015.0,subaru,wrx,excellent,4 cylinders,gas,63568.0,lien,automatic,4wd,sedan,black,ak,281.875
1600,anchorage / mat-su,2008.0,pontiac,g6,good,6 cylinders,gas,205465.0,clean,automatic,fwd,coupe,red,ak,212.42857142857142
11000,anchorage / mat-su,2016.0,honda,civic,like new,4 cylinders,gas,28000.0,rebuilt,automatic,fwd,hatchback,white,ak,166.47058823529412
13950,anchorage / mat-su,2016.0,toyota,prius,excellent,4 cylinders,gas,71126.0,clean,automatic,fwd,sedan,black,ak,121.0
22500,anchorage / mat-su,2016.0,dodge,charger,like new,8 cylinders,gas,45000.0,rebuilt,automatic,rwd,sedan,blue,ak,398.3333333333333
14995,anchorage / mat-su,2016.0,fiat,500x,like new,4 cylinders,gas,52377.0,clean,automatic,fwd,SUV,white,ak,177.77777777777777
21499,anchorage / mat-su,2015.0,toyota,sienna,excellent,6 cylinders,gas,68000.0,clean,automatic,fwd,van,blue,ak,266.0
24995,anchorage / mat-su,2015.0,audi,s3,excellent,4 cylinders,gas,59645.0,clean,automatic,4wd,sedan,black,ak,292.0
34995,anchorage / mat-su,2015.0,chevrolet,silverado 1500,like new,8 cylinders,gas,87132.0,clean,automatic,4wd,truck,black,ak,305.0
14995,anchorage / mat-su,2016.0,fiat,500x,like new,4 cylinders,gas,52377.0,clean,automatic,fwd,SUV,white,ak,177.77777777777777
6200,fairbanks,2016.0,toyota,corolla,excellent,4 cylinders,gas,56000.0,rebuilt,automatic,fwd,sedan,white,ak,133.84615384615384
12500,kenai peninsula,2016.0,toyota,prius,good,4 cylinders,gas,20190.0,missing,automatic,fwd,coupe,blue,ak,121.0
14995,southeast alaska,2016.0,toyota,prius,excellent,4 cylinders,hybrid,50500.0,clean,automatic,fwd,sedan,grey,ak,121.0
1000,flagstaff / sedona,2015.0,nissan,altima,salvage,6 cylinders,gas,45000.0,missing,automatic,fwd,sedan,red,az,226.0
29997,flagstaff / sedona,2015.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,23904.0,clean,automatic,4wd,pickup,white,az,305.0
3295,flagstaff / sedona,2015.0,chevrolet,impala,good,6 cylinders,gas,163646.0,clean,automatic,fwd,sedan,grey,az,231.66666666666666
18995,flagstaff / sedona,2016.0,subaru,crosstrek,like new,4 cylinders,gas,93000.0,clean,manual,4wd,wagon,silver,az,152.0
46990,flagstaff / sedona,2014.0,chevrolet,corvette stingray,good,8 cylinders,gas,16966.0,clean,other,rwd,other,white,az,455.0
537,flagstaff / sedona,2017.0,nissan,maxima,excellent,6 cylinders,gas,60805.0,clean,automatic,fwd,sedan,white,az,300.0
14995,flagstaff / sedona,2016.0,dodge,grand caravan,like new,6 cylinders,gas,64000.0,clean,automatic,fwd,van,silver,az,283.0
13995,flagstaff / sedona,2017.0,hyundai,elantra,good,4 cylinders,gas,67000.0,clean,automatic,fwd,sedan,grey,az,156.88888888888889
33495,flagstaff / sedona,2016.0,toyota,tacoma,like new,6 cylinders,gas,72000.0,clean,automatic,4wd,truck,white,az,249.27586206896552
14600,flagstaff / sedona,2007.0,lincoln,mark lt,like new,8 cylinders,gas,112900.0,clean,automatic,rwd,pickup,white,az,300.0
17995,flagstaff / sedona,2015.0,subaru,forester,like new,4 cylinders,gas,77000.0,clean,automatic,4wd,sedan,red,az,190.0
39995,flagstaff / sedona,2014.0,toyota,fj cruiser,like new,6 cylinders,gas,65000.0,clean,automatic,4wd,SUV,grey,az,260.0
16500,mohave county,2016.0,ford,focus st,excellent,4 cylinders,gas,66500.0,clean,manual,fwd,hatchback,white,az,252.0
10495,mohave county,2015.0,volkswagen,jetta,excellent,4 cylinders,gas,73194.0,clean,automatic,fwd,sedan,black,az,167.65625
17500,mohave county,2015.0,dodge,durango,excellent,6 cylinders,gas,67500.0,salvage,automatic,4wd,SUV,white,az,307.5
12500,mohave county,2015.0,nissan,rogue,good,6 cylinders,gas,76000.0,clean,automatic,fwd,SUV,grey,az,170.0
22700,mohave county,2017.0,chevrolet,impala,like new,4 cylinders,gas,10465.0,clean,automatic,fwd,sedan,red,az,305.0
500,phoenix,2016.0,kia,soul,like new,4 cylinders,gas,76000.0,clean,automatic,fwd,wagon,grey,az,147.0
500,phoenix,2015.0,mitsubishi,outlander sport,like new,4 cylinders,gas,69000.0,clean,automatic,fwd,SUV,red,az,156.88888888888889
2900,phoenix,2004.0,chevrolet,blazer,good,6 cylinders,gas,157000.0,clean,automatic,fwd,SUV,purple,az,190.0
27888,phoenix,2015.0,toyota,tacoma,like new,6 cylinders,gas,85003.0,clean,automatic,4wd,pickup,silver,az,207.6315789473684
12950,phoenix,2014.0,honda,cr-v,excellent,4 cylinders,gas,107374.0,clean,automatic,fwd,SUV,brown,az,185.0
11995,phoenix,2016.0,kia,sedona,excellent,6 cylinders,gas,101463.0,clean,automatic,fwd,mini-van,grey,az,276.0
1000,phoenix,2013.0,dodge,avenger,good,6 cylinders,gas,42000.0,clean,manual,fwd,sedan,black,az,209.66666666666666
7950,phoenix,2015.0,nissan,rogue,good,4 cylinders,gas,119000.0,clean,automatic,4wd,SUV,white,az,170.0
810,phoenix,2017.0,honda,pilot,excellent,6 cylinders,gas,47675.0,clean,automatic,fwd,SUV,silver,az,280.0
500,phoenix,2017.0,kia,forte,like new,4 cylinders,gas,60000.0,clean,automatic,fwd,sedan,silver,az,166.875
500,phoenix,2015.0,volkswagen,jetta,like new,4 cylinders,gas,82000.0,clean,automatic,fwd,sedan,white,az,167.65625
14999,phoenix,2012.0,chevrolet,silverado 1500 hybrid,excellent,8 cylinders,hybrid,144395.0,clean,automatic,4wd,truck,white,az,332.0
8500,phoenix,2015.0,dodge,grand caravan,like new,6 cylinders,gas,114300.0,clean,automatic,fwd,mini-van,white,az,283.0
6450,phoenix,2007.0,lexus,rx 400h,good,6 cylinders,gas,172500.0,clean,automatic,4wd,SUV,green,az,268.0
500,phoenix,2016.0,kia,soul,like new,4 cylinders,gas,47000.0,clean,manual,fwd,wagon,black,az,147.0
15995,phoenix,2015.0,chevrolet,colorado,good,4 cylinders,gas,136694.0,clean,automatic,rwd,pickup,white,az,249.73684210526315
21950,phoenix,2015.0,lexus,es 350,good,6 cylinders,gas,51284.0,clean,automatic,fwd,sedan,blue,az,268.0
10500,phoenix,2015.0,chrysler,200,like new,4 cylinders,gas,90000.0,clean,automatic,fwd,sedan,grey,az,221.0
17995,phoenix,2015.0,toyota,tacoma,excellent,4 cylinders,gas,134688.0,clean,automatic,rwd,pickup,white,az,207.6315789473684
9000,phoenix,2015.0,kia,soul,like new,4 cylinders,gas,100000.0,clean,automatic,fwd,hatchback,silver,az,147.0
12995,phoenix,2016.0,nissan,sentra,excellent,4 cylinders,gas,49400.0,clean,automatic,fwd,sedan,grey,az,130.0
16000,phoenix,2015.0,volvo,v60,excellent,5 cylinders,gas,68396.0,clean,automatic,4wd,hatchback,blue,az,271.6666666666667
43999,phoenix,2016.0,cadillac,escalade,excellent,8 cylinders,electric,77204.0,clean,automatic,rwd,SUV,grey,az,420.0
499,phoenix,2017.0,chevrolet,impala,like new,6 cylinders,gas,8800.0,clean,automatic,fwd,sedan,grey,az,305.0
34899,phoenix,2016.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,90670.0,clean,automatic,4wd,truck,black,az,313.0
8599,phoenix,2007.0,chrysler,crossfire,excellent,6 cylinders,gas,105996.0,clean,automatic,rwd,coupe,blue,az,215.0
3800,phoenix,2006.0,pontiac,montana sv6,good,6 cylinders,gas,128000.0,clean,automatic,fwd,mini-van,blue,az,198.5
9599,phoenix,2014.0,chevrolet,captiva sport,excellent,4 cylinders,gas,112284.0,clean,automatic,fwd,SUV,red,az,180.0
15899,phoenix,2016.0,bmw,i3,like new,4 cylinders,electric,37838.0,clean,automatic,fwd,sedan,grey,az,170.0
4900,phoenix,2017.0,chrysler,200,excellent,6 cylinders,gas,94321.0,clean,automatic,fwd,sedan,black,az,221.0
3400,phoenix,2009.0,chevrolet,cobalt,good,4 cylinders,gas,149963.0,clean,automatic,4wd,sedan,grey,az,181.25
25997,phoenix,2017.0,chevrolet,silverado 1500,excellent,8 cylinders,gas,133778.0,clean,automatic,4wd,pickup,silver,az,313.0
4900,phoenix,2015.0,toyota,prius,excellent,4 cylinders,hybrid,131.0,clean,automatic,fwd,sedan,red,az,134.0
299,phoenix,2014.0,dodge,avenger,like new,4 cylinders,gas,84605.0,clean,automatic,fwd,sedan,silver,az,209.66666666666666
30,phoenix,2015.0,cadillac,escalade esv,excellent,8 cylinders,gas,124000.0,clean,automatic,4wd,SUV,black,az,420.0
4500,phoenix,2003.0,buick,lesabre,excellent,6 cylinders,gas,46633.0,clean,automatic,fwd,sedan,custom,az,205.0
10400,phoenix,2015.0,chevrolet,malibu,excellent,4 cylinders,gas,90482.0,clean,automatic,fwd,sedan,silver,az,214.0
24995,phoenix,2017.0,dodge,challenger,excellent,6 cylinders,gas,36700.0,clean,automatic,rwd,coupe,black,az,423.61538461538464
14995,phoenix,2016.0,hyundai,tucson,excellent,4 cylinders,gas,73712.0,clean,automatic,fwd,SUV,white,az,172.25
16995,phoenix,2017.0,nissan,altima,excellent,4 cylinders,gas,66803.0,clean,automatic,fwd,sedan,silver,az,205.0
53966,phoenix,2016.0,cadillac,escalade,like new,8 cylinders,gas,50000.0,clean,automatic,4wd,truck,white,az,420.0
4900,phoenix,2015.0,toyota,prius,excellent,4 cylinders,hybrid,131.0,clean,automatic,fwd,sedan,red,az,134.0
15995,phoenix,2015.0,chevrolet,camaro,excellent,6 cylinders,gas,128616.0,clean,automatic,fwd,coupe,red,az,408.2307692307692
500,phoenix,2015.0,mitsubishi,outlander,like new,4 cylinders,gas,69000.0,clean,automatic,fwd,sedan,red,az,180.5
500,phoenix,2017.0,kia,forte,like new,4 cylinders,gas,60000.0,clean,automatic,fwd,sedan,silver,az,166.875
3500,phoenix,2002.0,cadillac,seville,good,8 cylinders,gas,94837.0,clean,automatic,fwd,sedan,brown,az,287.5
500,phoenix,2015.0,mitsubishi,outlander sport,like new,4 cylinders,gas,69000.0,clean,automatic,fwd,SUV,red,az,156.88888888888889
15500,phoenix,2013.0,volkswagen,gti,like new,4 cylinders,gas,42300.0,clean,automatic,fwd,hatchback,white,az,200.0
499,phoenix,2017.0,chevrolet,impala,like new,6 cylinders,gas,8800.0,clean,automatic,fwd,sedan,grey,az,305.0
500,phoenix,2015.0,kia,soul,like new,4 cylinders,gas,76000.0,clean,automatic,fwd,sedan,grey,az,147.0
500,phoenix,2015.0,volkswagen,jetta,like new,4 cylinders,gas,82000.0,clean,automatic,fwd,sedan,white,az,167.65625
500,phoenix,2016.0,kia,soul,like new,4 cylinders,gas,47000.0,clean,manual,fwd,sedan,black,az,147.0
499,phoenix,2017.0,chevrolet,impala,like new,6 cylinders,gas,8800.0,clean,automatic,fwd,sedan,grey,az,305.0
13800,phoenix,2017.0,cadillac,xts,excellent,6 cylinders,gas,130000.0,clean,automatic,fwd,sedan,black,az,327.55555555555554
16995,phoenix,2017.0,nissan,frontier,good,4 cylinders,gas,75852.0,clean,automatic,rwd,pickup,white,az,241.1818181818182
31579,phoenix,2015.0,chevrolet,tahoe,excellent,8 cylinders,gas,96882.0,clean,automatic,rwd,SUV,black,az,355.0
46902,phoenix,2015.0,chevrolet,corvette,excellent,8 cylinders,gas,54403.0,clean,manual,rwd,coupe,white,az,521.6666666666666
7900,phoenix,2015.0,kia,optima,good,4 cylinders,gas,127000.0,clean,automatic,fwd,sedan,grey,az,224.8
500,phoenix,2015.0,mitsubishi,outlander sport,like new,4 cylinders,gas,69000.0,clean,automatic,fwd,SUV,red,az,156.88888888888889
500,phoenix,2015.0,volkswagen,jetta,like new,4 cylinders,gas,82000.0,clean,automatic,fwd,sedan,white,az,167.65625
500,phoenix,2015.0,kia,soul,like new,4 cylinders,gas,76000.0,clean,automatic,fwd,wagon,grey,az,147.0
500,phoenix,2017.0,kia,forte,like new,4 cylinders,gas,60000.0,clean,automatic,fwd,sedan,silver,az,166.875
6500,phoenix,2015.0,nissan,versa,excellent,4 cylinders,gas,87000.0,salvage,automatic,fwd,sedan,grey,az,109.0
14999,phoenix,2012.0,chevrolet,silverado 1500 hybrid,excellent,8 cylinders,hybrid,144395.0,clean,automatic,4wd,truck,white,az,332.0
14500,phoenix,2016.0,subaru,wrx,good,4 cylinders,gas,56000.0,salvage,manual,4wd,sedan,white,az,284.44444444444446
4900,phoenix,2015.0,toyota,prius,excellent,4 cylinders,hybrid,99000.0,clean,automatic,fwd,sedan,red,az,134.0
5900,phoenix,2011.0,chevrolet,aveo,excellent,4 cylinders,gas,75000.0,clean,automatic,fwd,hatchback,black,az,108.0
6600,phoenix,2008.0,infiniti,g37,good,6 cylinders,gas,185000.0,lien,manual,rwd,coupe,blue,az,330.0
21500,phoenix,2015.0,lexus,nx 300h,excellent,4 cylinders,hybrid,123200.0,clean,automatic,fwd,SUV,brown,az,194.0
499,phoenix,2017.0,chevrolet,impala,like new,6 cylinders,gas,8800.0,clean,automatic,fwd,sedan,grey,az,305.0
9000,phoenix,2015.0,nissan,altima,good,4 cylinders,gas,79000.0,clean,automatic,fwd,sedan,custom,az,226.0
22977,phoenix,2006.0,chevrolet,ssr,excellent,8 cylinders,gas,108340.0,clean,automatic,rwd,truck,yellow,az,395.0
